,Eps,Validity,Proximity,Prediction_gain,Proximity_score,Sparsity,Diversity
0,0.0,0.908,19.916,0.887,0.705,21.693,4.254
1,0.00404040404040404,0.945,19.537,0.909,0.707,21.135,4.261
2,0.00808080808080808,0.926,19.743,0.884,0.719,20.902,4.279
3,0.012121212121212121,0.933,20.024,0.903,0.715,21.184,4.294
4,0.01616161616161616,0.951,19.961,0.93,0.705,21.117,4.309
5,0.0202020202020202,0.914,19.816,0.877,0.711,20.975,4.269
6,0.024242424242424242,0.975,19.571,0.94,0.707,20.712,4.291
7,0.028282828282828285,0.951,19.754,0.923,0.72,20.865,4.314
8,0.03232323232323232,0.933,19.751,0.9,0.704,20.798,4.282
9,0.03636363636363636,0.951,19.773,0.932,0.702,20.767,4.274
10,0.0404040404040404,0.92,19.982,0.877,0.701,20.969,4.276
11,0.044444444444444446,0.957,19.672,0.933,0.706,20.589,4.252
12,0.048484848484848485,0.883,20.003,0.854,0.708,20.926,4.303
13,0.052525252525252523,0.926,19.893,0.896,0.711,20.816,4.244
14,0.05656565656565657,0.926,19.782,0.896,0.705,20.687,4.289
15,0.06060606060606061,0.865,20.113,0.831,0.709,21.0,4.288
16,0.06464646464646465,0.914,19.646,0.876,0.706,20.54,4.298
17,0.06868686868686869,0.896,19.326,0.882,0.717,20.209,4.26
18,0.07272727272727272,0.933,19.647,0.901,0.699,20.534,4.27
19,0.07676767676767676,0.945,19.72,0.916,0.715,20.601,4.297
