,Eps,Validity,Proximity,Prediction_gain,Proximity_score,Sparsity,Diversity
0,0.0,0.995,7.728,0.726,0.06,9.353,2.267
1,0.00404040404040404,0.996,7.742,0.726,0.056,9.355,2.261
2,0.00808080808080808,0.997,7.757,0.727,0.059,9.366,2.274
3,0.012121212121212121,0.996,7.743,0.727,0.057,9.342,2.267
4,0.01616161616161616,0.997,7.768,0.727,0.057,9.355,2.266
5,0.0202020202020202,0.996,7.741,0.728,0.059,9.319,2.269
6,0.024242424242424242,0.996,7.76,0.728,0.059,9.323,2.266
7,0.028282828282828285,0.997,7.723,0.728,0.056,9.227,2.268
8,0.03232323232323232,0.996,7.74,0.728,0.056,9.219,2.269
9,0.03636363636363636,0.995,7.737,0.726,0.058,9.21,2.268
10,0.0404040404040404,0.997,7.735,0.728,0.057,9.198,2.265
11,0.044444444444444446,0.995,7.736,0.727,0.058,9.187,2.269
12,0.048484848484848485,0.995,7.716,0.726,0.056,9.151,2.265
13,0.052525252525252523,0.996,7.727,0.727,0.056,9.152,2.261
14,0.05656565656565657,0.996,7.732,0.727,0.059,9.146,2.269
15,0.06060606060606061,0.996,7.753,0.728,0.058,9.16,2.266
16,0.06464646464646465,0.996,7.756,0.726,0.058,9.158,2.269
17,0.06868686868686869,0.996,7.764,0.724,0.057,9.152,2.271
18,0.07272727272727272,0.995,7.721,0.725,0.055,9.092,2.265
19,0.07676767676767676,0.996,7.735,0.726,0.055,9.08,2.265
20,0.0808080808080808,0.996,7.736,0.726,0.057,9.041,2.268
21,0.08484848484848485,0.994,7.743,0.724,0.059,9.034,2.272
22,0.08888888888888889,0.996,7.729,0.725,0.057,9.011,2.259
23,0.09292929292929293,0.995,7.721,0.725,0.057,8.996,2.261
24,0.09696969696969697,0.995,7.755,0.723,0.056,9.016,2.275
25,0.10101010101010101,0.993,7.724,0.723,0.057,8.97,2.273
26,0.10505050505050505,0.996,7.729,0.725,0.058,8.971,2.263
27,0.10909090909090909,0.995,7.712,0.722,0.058,8.936,2.265
28,0.11313131313131314,0.994,7.723,0.722,0.059,8.929,2.266
29,0.11717171717171718,0.996,7.707,0.724,0.059,8.899,2.259
30,0.12121212121212122,0.995,7.717,0.722,0.057,8.885,2.264
31,0.12525252525252525,0.996,7.705,0.722,0.056,8.844,2.265
32,0.1292929292929293,0.992,7.679,0.713,0.055,8.623,2.266
33,0.13333333333333333,0.991,7.654,0.705,0.054,8.419,2.262
34,0.13737373737373737,0.989,7.639,0.703,0.056,8.387,2.272
35,0.1414141414141414,0.991,7.646,0.703,0.054,8.383,2.268
36,0.14545454545454545,0.991,7.652,0.702,0.055,8.383,2.274
37,0.1494949494949495,0.99,7.646,0.7,0.06,8.364,2.274
38,0.15353535353535352,0.99,7.635,0.699,0.054,8.33,2.269
39,0.15757575757575756,0.988,7.647,0.698,0.054,8.337,2.265
40,0.1616161616161616,0.986,7.629,0.694,0.057,8.309,2.269
41,0.16565656565656567,0.986,7.627,0.693,0.056,8.29,2.265
42,0.1696969696969697,0.985,7.633,0.692,0.057,8.283,2.272
43,0.17373737373737375,0.985,7.645,0.691,0.057,8.281,2.265
44,0.17777777777777778,0.982,7.608,0.686,0.057,8.229,2.262
45,0.18181818181818182,0.98,7.598,0.682,0.056,8.18,2.271
46,0.18585858585858586,0.981,7.619,0.682,0.06,8.193,2.272
47,0.1898989898989899,0.977,7.6,0.678,0.06,8.163,2.266
48,0.19393939393939394,0.973,7.621,0.672,0.06,8.172,2.269
49,0.19797979797979798,0.971,7.589,0.67,0.06,8.13,2.261
50,0.20202020202020202,0.971,7.601,0.669,0.062,8.133,2.269
51,0.20606060606060606,0.967,7.603,0.664,0.063,8.121,2.272
52,0.2101010101010101,0.965,7.586,0.658,0.063,8.09,2.266
53,0.21414141414141413,0.962,7.58,0.655,0.064,8.075,2.269
54,0.21818181818181817,0.955,7.581,0.646,0.068,8.06,2.265
55,0.2222222222222222,0.95,7.588,0.641,0.069,8.047,2.271
