,Eps,Validity,Proximity,Prediction_gain,Proximity_score,Sparsity,Diversity
56,0.22626262626262628,0.955,7.583,0.644,0.064,8.031,2.273
57,0.23030303030303031,0.945,7.576,0.635,0.067,8.006,2.272
58,0.23434343434343435,0.941,7.564,0.625,0.072,7.956,2.271
59,0.2383838383838384,0.935,7.568,0.62,0.074,7.951,2.274
60,0.24242424242424243,0.931,7.576,0.614,0.072,7.954,2.274
61,0.24646464646464647,0.927,7.542,0.609,0.074,7.909,2.26
62,0.2505050505050505,0.922,7.548,0.603,0.071,7.904,2.27
63,0.2545454545454545,0.921,7.539,0.6,0.075,7.887,2.267
64,0.2585858585858586,0.916,7.539,0.594,0.074,7.881,2.274
65,0.26262626262626265,0.906,7.543,0.584,0.078,7.872,2.273
66,0.26666666666666666,0.9,7.535,0.576,0.081,7.856,2.268
67,0.27070707070707073,0.897,7.522,0.573,0.079,7.836,2.272
68,0.27474747474747474,0.891,7.536,0.565,0.082,7.837,2.268
69,0.2787878787878788,0.879,7.521,0.553,0.084,7.811,2.277
70,0.2828282828282828,0.879,7.532,0.551,0.084,7.806,2.269
71,0.2868686868686869,0.861,7.523,0.536,0.094,7.782,2.283
72,0.2909090909090909,0.859,7.504,0.529,0.088,7.75,2.275
73,0.29494949494949496,0.856,7.521,0.526,0.092,7.758,2.278
74,0.298989898989899,0.851,7.509,0.52,0.087,7.739,2.275
75,0.30303030303030304,0.841,7.492,0.508,0.09,7.711,2.274
76,0.30707070707070705,0.83,7.459,0.5,0.099,7.67,2.272
77,0.3111111111111111,0.829,7.48,0.496,0.098,7.688,2.272
78,0.3151515151515151,0.823,7.495,0.487,0.101,7.69,2.28
79,0.3191919191919192,0.81,7.484,0.478,0.1,7.67,2.278
80,0.3232323232323232,0.813,7.477,0.476,0.098,7.655,2.279
81,0.32727272727272727,0.803,7.473,0.469,0.102,7.641,2.28
82,0.33131313131313134,0.793,7.452,0.457,0.107,7.606,2.277
83,0.33535353535353535,0.786,7.449,0.449,0.112,7.576,2.278
84,0.3393939393939394,0.78,7.46,0.445,0.108,7.58,2.282
85,0.3434343434343434,0.773,7.43,0.439,0.115,7.542,2.279
86,0.3474747474747475,0.761,7.462,0.426,0.118,7.566,2.282
87,0.3515151515151515,0.765,7.433,0.428,0.115,7.534,2.283
88,0.35555555555555557,0.757,7.435,0.42,0.116,7.531,2.274
89,0.3595959595959596,0.748,7.442,0.414,0.121,7.532,2.279
90,0.36363636363636365,0.753,7.463,0.417,0.119,7.549,2.285
91,0.36767676767676766,0.749,7.425,0.413,0.117,7.507,2.282
92,0.3717171717171717,0.739,7.441,0.401,0.125,7.517,2.28
93,0.37575757575757573,0.739,7.444,0.404,0.126,7.513,2.284
94,0.3797979797979798,0.739,7.422,0.404,0.121,7.488,2.286
95,0.3838383838383838,0.732,7.402,0.397,0.125,7.464,2.281
96,0.3878787878787879,0.735,7.449,0.401,0.13,7.504,2.29
97,0.39191919191919194,0.735,7.426,0.397,0.128,7.48,2.287
98,0.39595959595959596,0.736,7.419,0.403,0.122,7.47,2.277
99,0.4,0.732,7.436,0.397,0.123,7.486,2.284
